boss,enc,dur,dps,bc
살라다르,3179,367.368,141351.78621981,True
살라다르,3179,223.507,141343.43443382,True
살라다르,3179,303.656,141338.8143162,True
살라다르,3179,268.649,141187.15870895,False
살라다르,3179,332.857,141072.48758476,False
살라다르,3179,357.787,141013.59468063,True
살라다르,3179,366.056,140981.17227965,True
살라다르,3179,227.883,140976.60202823,True
살라다르,3179,375.69,140615.68048125,True
살라다르,3179,347.0,140536.68587896,True
살라다르,3179,340.054,140487.20791404,True
살라다르,3179,356.47,140469.82354756,True
살라다르,3179,279.07,140455.0005375,True
살라다르,3179,315.472,140424.77620835,True
살라다르,3179,365.689,140410.17914129,True
살라다르,3179,336.055,140296.17770901,False
살라다르,3179,275.358,140281.62246966,True
살라다르,3179,313.157,140168.9472054,True
살라다르,3179,236.467,140099.02438818,False
살라다르,3179,362.673,140064.52093208,True
살라다르,3179,364.091,139972.36130528,True
살라다르,3179,326.984,139932.21380863,True
살라다르,3179,277.21,139927.96435915,True
살라다르,3179,329.817,139806.81104976,True
살라다르,3179,323.943,139687.32770889,True
살라다르,3179,230.092,139662.63059993,False
살라다르,3179,253.234,139588.86247502,False
살라다르,3179,280.258,139571.88376425,True
살라다르,3179,247.721,139530.94812309,False
살라다르,3179,321.669,139495.02127964,True
살라다르,3179,302.753,139484.79123246,True
살라다르,3179,203.951,139415.88420748,False
살라다르,3179,331.461,139316.23629929,True
살라다르,3179,263.729,139238.82470263,False
살라다르,3179,226.763,139123.37991648,False
살라다르,3179,232.326,139098.80943157,False
살라다르,3179,206.053,139039.23262462,False
살라다르,3179,345.783,139027.86140441,True
살라다르,3179,345.783,139027.86140441,True
살라다르,3179,301.912,138951.36993561,True
살라다르,3179,375.212,138904.55529141,True
살라다르,3179,320.07,138755.85653138,True
살라다르,3179,263.842,138715.68969307,False
살라다르,3179,321.384,138710.38383989,True
살라다르,3179,323.144,138595.73750402,True
살라다르,3179,370.55,138589.23761975,True
살라다르,3179,226.633,138569.49782247,False
살라다르,3179,218.87,138537.9037785,True
살라다르,3179,374.622,138505.99270732,True
살라다르,3179,229.964,138464.28136578,True
살라다르,3179,345.851,138454.39220936,True
살라다르,3179,203.415,138439.0728314,False
살라다르,3179,230.092,138268.12318551,False
살라다르,3179,287.551,138249.50356632,True
살라다르,3179,275.974,138240.83428149,True
살라다르,3179,262.427,138199.0191558,False
살라다르,3179,360.499,138116.48298608,True
살라다르,3179,254.574,138028.37288961,False
살라다르,3179,231.482,137968.00615167,True
살라다르,3179,367.266,137947.25076647,True
살라다르,3179,214.622,137827.82286998,True
살라다르,3179,325.902,137788.54379537,True
살라다르,3179,347.34,137782.93890712,True
살라다르,3179,233.195,137711.93207402,False
살라다르,3179,277.468,137652.08600631,False
살라다르,3179,201.369,137569.58618258,False
살라다르,3179,269.643,137421.72427988,False
살라다르,3179,318.236,137384.94702045,True
살라다르,3179,259.864,137373.04128313,False
살라다르,3179,309.046,137340.21148955,True
살라다르,3179,266.82,137329.03080729,False
살라다르,3179,278.132,137271.14104094,True
살라다르,3179,364.403,137261.30684983,True
살라다르,3179,233.866,137223.61523265,False
살라다르,3179,254.207,137116.92833006,False
살라다르,3179,222.212,137067.28709521,False
살라다르,3179,201.385,137030.64776423,False
살라다르,3179,313.382,137029.19121073,True
살라다르,3179,320.872,137006.56336483,True
살라다르,3179,217.081,136943.17328555,False
살라다르,3179,349.374,136940.30465919,True
살라다르,3179,325.134,136933.0368402,True
살라다르,3179,364.606,136928.39942294,True
살라다르,3179,351.08,136838.43568417,True
살라다르,3179,338.163,136796.55669012,True
살라다르,3179,266.801,136788.74891773,False
살라다르,3179,365.693,136730.3284449,True
살라다르,3179,208.562,136719.85788399,True
살라다르,3179,312.691,136690.31408003,True
살라다르,3179,261.52,136685.66075252,False
살라다르,3179,248.685,136633.46402075,False
살라다르,3179,226.5,136618.31788079,False
살라다르,3179,273.941,136611.04398392,True
살라다르,3179,321.743,136595.59959346,False
살라다르,3179,232.199,136583.30139234,False
살라다르,3179,327.871,136578.30976207,True
살라다르,3179,248.228,136553.05203281,False
살라다르,3179,333.975,136496.41440228,True
살라다르,3179,281.298,136491.62098557,True
살라다르,3179,320.635,136474.93255571,True
살라다르,3179,333.56,136466.20098333,True
살라다르,3179,328.005,136427.62153016,True
살라다르,3179,236.529,136422.42177492,False
살라다르,3179,296.381,136415.76889207,True
살라다르,3179,204.291,136409.56282949,False
살라다르,3179,265.271,136403.01050624,False
살라다르,3179,328.608,136343.92345895,True
살라다르,3179,371.203,136313.80673109,True
살라다르,3179,355.804,136309.33322841,True
살라다르,3179,196.118,136304.0822362,False
살라다르,3179,213.91,136293.57206302,False
살라다르,3179,328.534,136291.88759763,True
살라다르,3179,306.362,136227.1463171,True
살라다르,3179,292.836,136210.22346979,False
살라다르,3179,267.209,136188.82223278,True
살라다르,3179,320.733,136171.61314863,True
살라다르,3179,254.561,136153.82167732,False
살라다르,3179,267.486,136137.00530121,True
살라다르,3179,250.973,136131.6675499,False
살라다르,3179,230.491,136091.99057664,False
살라다르,3179,296.849,136051.74347901,True
살라다르,3179,227.18,136002.5926578,False
살라다르,3179,207.721,135944.28584496,False
살라다르,3179,344.902,135901.50825452,True
살라다르,3179,244.089,135888.41774926,False
살라다르,3179,350.082,135864.67170549,True
살라다르,3179,357.88,135804.82843411,True
살라다르,3179,375.032,135778.20026024,True
살라다르,3179,271.221,135731.16019777,False
살라다르,3179,251.963,135712.08471085,False
살라다르,3179,276.062,135637.08876991,True
살라다르,3179,235.578,135628.91271681,False
살라다르,3179,194.998,135627.56028267,False
살라다르,3179,303.639,135607.04981903,True
살라다르,3179,329.629,135593.69776324,True
살라다르,3179,246.711,135537.92494052,False
살라다르,3179,267.778,135529.82321176,True
살라다르,3179,367.119,135508.33108611,True
살라다르,3179,206.742,135437.31317294,False
살라다르,3179,277.412,135398.21997606,False
살라다르,3179,313.853,135393.76077336,False
살라다르,3179,367.164,135383.79034982,True
살라다르,3179,374.605,135371.77560364,True
살라다르,3179,203.754,135368.07130167,False
살라다르,3179,319.035,135357.50309527,True
살라다르,3179,337.581,135356.70846404,True
살라다르,3179,361.406,135241.71153772,True
살라다르,3179,301.96,135217.11153795,True
살라다르,3179,238.12,135157.08046363,True
살라다르,3179,281.903,135142.36102489,False
살라다르,3179,222.553,135001.63556546,False
살라다르,3179,273.796,135000.49672019,True
살라다르,3179,215.086,134962.67074566,False
살라다르,3179,296.626,134942.07183457,True
살라다르,3179,360.263,134926.72575313,True
살라다르,3179,208.828,134909.99291283,False
살라다르,3179,321.149,134847.98956248,True
살라다르,3179,335.788,134831.91775763,True
살라다르,3179,320.126,134806.55429425,True
살라다르,3179,269.056,134764.23123811,False
살라다르,3179,206.605,134763.81500932,False
살라다르,3179,260.328,134744.1573707,True
살라다르,3179,219.937,134679.90833739,False
살라다르,3179,335.57,134658.67330214,True
살라다르,3179,198.656,134585.88716173,False
살라다르,3179,209.924,134584.27335607,False
살라다르,3179,244.089,134580.19001266,False
살라다르,3179,323.576,134576.77330828,True
살라다르,3179,222.842,134550.91051059,False
살라다르,3179,243.591,134549.60569151,True
살라다르,3179,327.482,134528.52675872,True
살라다르,3179,257.146,134493.76229846,False
살라다르,3179,254.631,134449.78812478,True
살라다르,3179,301.348,134430.27330528,True
살라다르,3179,212.937,134373.49544701,False
살라다르,3179,261.962,134320.37852818,False
살라다르,3179,275.307,134315.40062548,False
살라다르,3179,254.844,134286.48506537,False
살라다르,3179,315.597,134277.90504979,False
살라다르,3179,355.45,134269.28400619,True
살라다르,3179,329.149,134258.37842436,True
살라다르,3179,370.782,134231.28415079,True
살라다르,3179,354.906,134207.71697294,True
살라다르,3179,265.488,134207.39167119,True
살라다르,3179,360.095,134134.78387648,True
살라다르,3179,236.655,134076.34742558,False
살라다르,3179,258.974,134074.75267788,False
살라다르,3179,359.755,134050.06740699,True
살라다르,3179,266.912,134022.01474643,True
살라다르,3179,361.076,133978.69700562,True
살라다르,3179,237.718,133977.15360217,True
살라다르,3179,228.078,133912.8894501,False
살라다르,3179,270.706,133906.24515157,True
살라다르,3179,241.576,133868.92323741,False
살라다르,3179,373.697,133861.90951493,True
살라다르,3179,355.95,133832.0578733,True
살라다르,3179,328.26,133831.31359288,True
살라다르,3179,272.943,133828.60157615,False
살라다르,3179,321.285,133763.72379663,True
살라다르,3179,259.402,133745.9541561,False
살라다르,3179,239.534,133734.3341655,False
살라다르,3179,348.844,133728.88454438,True
살라다르,3179,233.002,133708.85657634,False
살라다르,3179,272.873,133666.69109806,True
살라다르,3179,237.493,133666.35648209,False
살라다르,3179,371.296,133661.82237352,True
살라다르,3179,340.537,133652.24924164,True
살라다르,3179,286.451,133630.91418777,False
살라다르,3179,359.915,133596.9992915,True
살라다르,3179,232.704,133580.40257151,False
살라다르,3179,337.522,133567.79706212,True
살라다르,3179,335.633,133518.584287,True
살라다르,3179,331.247,133513.20011955,True
살라다르,3179,226.64,133512.55735969,False
살라다르,3179,299.488,133463.85164013,True
살라다르,3179,299.129,133455.66628445,True
살라다르,3179,231.021,133455.20537094,False
살라다르,3179,255.475,133381.79078188,True
살라다르,3179,233.211,133379.88345318,False
살라다르,3179,305.16,133367.47935509,True
살라다르,3179,333.03,133351.20859983,True
살라다르,3179,323.511,133349.59244044,False
살라다르,3179,309.471,133284.13647805,True
살라다르,3179,342.906,133272.72197045,False
살라다르,3179,349.387,133263.83637628,True
살라다르,3179,203.565,133260.10856483,False
살라다르,3179,232.565,133227.22249694,True
살라다르,3179,267.83,133202.19915618,False
살라다르,3179,212.531,133187.62439362,False
살라다르,3179,323.144,133177.02943579,False
살라다르,3179,299.129,133147.61524292,True
살라다르,3179,233.839,133144.01789265,False
살라다르,3179,276.066,133095.67639622,False
살라다르,3179,299.361,133086.51427541,False
살라다르,3179,319.108,133062.0667611,True
살라다르,3179,264.613,133033.66803596,True
살라다르,3179,366.886,132959.47515032,True
살라다르,3179,230.936,132959.05359061,False
살라다르,3179,351.183,132956.76613048,True
살라다르,3179,344.103,132944.17659829,False
살라다르,3179,279.325,132862.97681912,False
살라다르,3179,305.117,132849.16933504,False
살라다르,3179,340.799,132827.13857728,True
살라다르,3179,256.772,132820.95010359,False
살라다르,3179,356.327,132808.49893497,True
살라다르,3179,361.33,132779.98505521,True
살라다르,3179,277.608,132736.5817988,False
살라다르,3179,296.286,132734.55377574,True
살라다르,3179,331.224,132715.60635703,True
살라다르,3179,337.522,132711.71064405,True
살라다르,3179,232.589,132708.24501589,False
살라다르,3179,335.94,132675.87366792,True
살라다르,3179,313.103,132652.46580199,True
살라다르,3179,291.501,132638.80741404,True
살라다르,3179,268.608,132638.54017751,True
살라다르,3179,302.358,132614.66870399,True
살라다르,3179,267.83,132613.84086921,True
살라다르,3179,259.092,132582.5305297,False
살라다르,3179,369.499,132557.44941123,True
살라다르,3179,325.365,132556.53189495,True
살라다르,3179,355.63,132540.31155977,True
살라다르,3179,227.849,132538.9358742,False
살라다르,3179,207.721,132538.15454384,False
살라다르,3179,378.763,132479.05154411,True
살라다르,3179,304.666,132416.19675317,True
살라다르,3179,211.468,132387.82227098,False
살라다르,3179,236.127,132371.86768137,False
살라다르,3179,279.861,132367.27160983,True
살라다르,3179,350.897,132345.29220825,True
살라다르,3179,316.781,132303.68929955,True
살라다르,3179,244.989,132303.45444081,True
살라다르,3179,328.585,132298.94547834,True
살라다르,3179,304.678,132293.04052147,True
살라다르,3179,236.316,132261.20533523,False
살라다르,3179,367.096,132256.62769412,True
살라다르,3179,335.084,132250.4536176,True
살라다르,3179,335.444,132222.12053279,True
살라다르,3179,360.082,132215.94803406,True
살라다르,3179,232.482,132197.58518939,False
살라다르,3179,375.857,132182.85411739,True
살라다르,3179,195.198,132180.02233629,True
살라다르,3179,234.458,132161.90959575,False
살라다르,3179,348.673,132140.72210925,True
살라다르,3179,302.246,132130.9694752,True
살라다르,3179,265.909,132127.21269306,False
살라다르,3179,282.991,132106.67477058,True
살라다르,3179,236.995,132072.90871115,False
살라다르,3179,274.688,132048.89547414,True
살라다르,3179,364.504,132044.36988346,True
살라다르,3179,261.434,132042.0871042,False
살라다르,3179,230.695,132024.64726154,False
살라다르,3179,245.956,132024.45152792,True
살라다르,3179,244.351,132022.23850117,False
살라다르,3179,276.472,132015.66523916,True
살라다르,3179,311.008,132007.15737216,True
살라다르,3179,251.951,132001.03988474,False
살라다르,3179,226.5,131981.06843267,False
살라다르,3179,365.184,131969.01288118,True
살라다르,3179,246.625,131956.88190573,False
살라다르,3179,241.149,131952.43604576,False
살라다르,3179,309.85,131913.56785541,True
살라다르,3179,340.681,131900.60496476,True
살라다르,3179,290.049,131896.35889108,True
살라다르,3179,325.355,131889.10267247,False
살라다르,3179,352.608,131888.07968055,True
살라다르,3179,263.133,131882.99073092,False
살라다르,3179,364.45,131858.59514337,True
살라다르,3179,290.331,131838.35690987,False
살라다르,3179,270.544,131836.39629783,False
살라다르,3179,258.648,131829.82663697,False
살라다르,3179,253.267,131828.81307079,True
살라다르,3179,267.975,131828.37204963,True
살라다르,3179,254.803,131810.02578463,True
살라다르,3179,239.337,131776.37389956,True
살라다르,3179,357.696,131756.08617373,True
살라다르,3179,245.343,131755.95390942,False
살라다르,3179,205.507,131754.80640562,False
살라다르,3179,310.141,131754.32787023,True
살라다르,3179,242.77,131749.42538205,False
살라다르,3179,243.682,131726.43445146,False
살라다르,3179,334.842,131696.75548468,False
살라다르,3179,258.673,131685.54507042,False
살라다르,3179,209.418,131681.91368459,False
살라다르,3179,327.796,131672.54023844,True
살라다르,3179,347.487,131661.36287113,True
살라다르,3179,321.001,131637.37184619,False
살라다르,3179,299.31,131618.6194915,True
살라다르,3179,286.509,131602.14164302,True
살라다르,3179,275.052,131565.97297965,False
살라다르,3179,209.919,131549.89305399,False
살라다르,3179,371.054,131549.17343567,True
살라다르,3179,239.137,131511.61049942,False
살라다르,3179,358.312,131452.91812722,True
살라다르,3179,233.047,131431.57388853,False
살라다르,3179,300.299,131401.71628943,False
살라다르,3179,254.523,131396.97001843,False
살라다르,3179,237.572,131358.32505514,False
살라다르,3179,307.329,131357.02781059,True
살라다르,3179,335.213,131325.62281296,True
살라다르,3179,241.197,131297.11397737,False
살라다르,3179,251.947,131292.44245814,True
살라다르,3179,288.795,131268.86892086,False
살라다르,3179,363.786,131262.55270956,True
살라다르,3179,275.448,131246.62368215,False
살라다르,3179,370.478,131231.6520819,True
살라다르,3179,274.958,131215.76749904,True
살라다르,3179,265.803,131209.2376685,False
살라다르,3179,275.263,131190.35976502,True
살라다르,3179,333.498,131160.51970327,False
살라다르,3179,358.961,131154.46803413,True
살라다르,3179,270.045,131141.29867244,False
살라다르,3179,318.606,131137.00934697,True
살라다르,3179,224.901,131128.6254841,False
살라다르,3179,218.36,131115.799597,False
살라다르,3179,342.095,131115.13468481,True
살라다르,3179,343.667,131095.65364146,True
살라다르,3179,308.775,131064.3543033,False
살라다르,3179,363.523,131063.0579083,True
살라다르,3179,232.333,131041.93549776,False
살라다르,3179,306.321,131035.70437548,True
살라다르,3179,274.75,131025.62693358,True
살라다르,3179,365.983,131025.02848493,True
살라다르,3179,330.417,131018.32230182,True
살라다르,3179,270.447,131015.06764727,False
살라다르,3179,330.802,130990.447458,False
살라다르,3179,328.928,130981.8258099,True
살라다르,3179,315.971,130939.48178789,True
살라다르,3179,253.928,130915.21218613,False
살라다르,3179,284.146,130903.3349053,True
살라다르,3179,205.228,130896.45662385,True
살라다르,3179,284.266,130895.91439004,False
살라다르,3179,204.9,130886.03709126,False
살라다르,3179,242.581,130881.91985357,False
살라다르,3179,357.435,130880.57968582,True
살라다르,3179,317.282,130853.26302784,True
살라다르,3179,230.01,130846.1632103,False
살라다르,3179,324.925,130820.38316535,True
살라다르,3179,310.613,130818.80024339,True
살라다르,3179,228.53,130770.48089966,False
살라다르,3179,307.157,130741.86165381,True
살라다르,3179,277.327,130740.90153501,False
살라다르,3179,365.609,130735.55355585,False
살라다르,3179,335.887,130716.86906608,True
살라다르,3179,246.949,130706.47785575,True
살라다르,3179,286.121,130701.42352361,False
살라다르,3179,275.226,130698.99282771,True
살라다르,3179,351.82,130694.80700358,True
살라다르,3179,344.282,130684.23850216,True
살라다르,3179,276.373,130682.0782059,False
살라다르,3179,275.518,130671.49877685,True
살라다르,3179,212.771,130662.68899427,False
살라다르,3179,340.305,130658.37704412,True
살라다르,3179,359.027,130629.81335666,False
살라다르,3179,367.242,130608.8437597,True
살라다르,3179,350.918,130602.30880149,True
살라다르,3179,333.461,130596.75644228,True
살라다르,3179,328.017,130579.32972986,True
살라다르,3179,271.459,130567.12063332,False
살라다르,3179,368.863,130526.4122452,True
살라다르,3179,262.685,130508.66246645,False
살라다르,3179,318.415,130486.59139802,True
살라다르,3179,301.529,130400.25005887,False
살라다르,3179,242.838,130393.0274504,False
살라다르,3179,263.988,130365.30448354,False
살라다르,3179,246.725,130352.68821562,False
살라다르,3179,206.742,130345.04358089,False
살라다르,3179,225.883,130313.08686355,False
살라다르,3179,349.093,130294.18521712,True
살라다르,3179,233.262,130276.9032247,False
살라다르,3179,329.754,130264.29702142,True
살라다르,3179,311.546,130226.97771758,True
살라다르,3179,300.388,130218.98011905,False
살라다르,3179,369.183,130172.97654551,True
살라다르,3179,289.025,130172.33111323,False
살라다르,3179,274.108,130172.1657157,False
살라다르,3179,270.852,130166.05747788,False
살라다르,3179,346.098,130149.24674514,True
살라다르,3179,231.221,130143.64179724,False
살라다르,3179,295.84,130138.71687399,True
살라다르,3179,357.536,130126.35370984,True
살라다르,3179,205.853,130115.37359183,True
살라다르,3179,242.508,130113.22513072,False
살라다르,3179,272.094,130096.55119187,False
살라다르,3179,335.031,130093.46597778,True
살라다르,3179,275.083,130073.9013316,True
살라다르,3179,225.573,130061.21299978,False
살라다르,3179,327.199,130042.8057543,True
살라다르,3179,300.109,130026.59700309,True
살라다르,3179,316.864,130018.87876187,True
살라다르,3179,273.938,129989.51952632,True
살라다르,3179,222.553,129956.12730451,False
살라다르,3179,284.334,129937.59803611,False
살라다르,3179,321.727,129936.00474937,True
살라다르,3179,337.468,129932.6425024,False
살라다르,3179,244.369,129925.50200721,True
살라다르,3179,325.752,129912.08035561,False
살라다르,3179,285.812,129909.47196059,False
살라다르,3179,257.358,129903.41858423,True
살라다르,3179,348.203,129893.85502135,True
살라다르,3179,329.629,129881.86415637,True
살라다르,3179,376.828,129850.14117847,False
살라다르,3179,377.973,129829.08567543,True
살라다르,3179,335.344,129784.80604991,True
살라다르,3179,328.144,129779.88931689,True
살라다르,3179,268.225,129755.58579551,False
살라다르,3179,364.423,129746.3112921,True
살라다르,3179,307.084,129743.69553607,False
살라다르,3179,215.326,129741.98192508,True
살라다르,3179,220.099,129740.66215657,False
살라다르,3179,217.081,129736.23670427,False
살라다르,3179,274.938,129731.91774145,True
살라다르,3179,277.489,129713.57423177,True
살라다르,3179,204.304,129706.72135641,False
살라다르,3179,362.097,129701.24579878,True
살라다르,3179,203.951,129685.02728597,False
살라다르,3179,376.599,129677.04109676,True
살라다르,3179,337.973,129669.6008261,True
살라다르,3179,361.821,129658.11271319,False
살라다르,3179,278.783,129633.74380791,True
살라다르,3179,357.367,129631.58042013,True
살라다르,3179,357.851,129626.74409181,True
살라다르,3179,306.919,129619.88993839,True
살라다르,3179,297.966,129597.14531188,True
살라다르,3179,230.073,129584.26238629,False
살라다르,3179,249.835,129579.32235275,False
살라다르,3179,307.097,129574.74348496,False
살라다르,3179,186.101,129574.69868512,False
살라다르,3179,370.957,129572.10674013,True
살라다르,3179,284.945,129560.63801786,True
살라다르,3179,327.806,129559.54436465,True
살라다르,3179,299.07,129547.60423981,True
살라다르,3179,306.247,129538.87221752,True
살라다르,3179,241.385,129532.09602917,False
살라다르,3179,368.834,129531.05462078,True
살라다르,3179,327.284,129528.8587282,True
살라다르,3179,326.344,129501.35746329,True
살라다르,3179,352.473,129471.20772371,False
살라다르,3179,351.067,129464.48683585,False
살라다르,3179,239.148,129464.23553615,False
살라다르,3179,227.542,129464.19122624,False
살라다르,3179,301.464,129455.84879123,True
살라다르,3179,256.728,129442.03982425,False
살라다르,3179,359.922,129427.07864482,True
살라다르,3179,208.776,129424.22979653,False
살라다르,3179,349.821,129397.57475966,True
살라다르,3179,227.877,129382.44754846,True
살라다르,3179,325.47,129380.74784158,False
살라다르,3179,348.352,129368.25682069,False
살라다르,3179,349.303,129368.15601355,True
살라다르,3179,257.103,129354.42604715,False
살라다르,3179,289.72,129352.7371255,True
살라다르,3179,256.579,129338.72218693,False
살라다르,3179,274.49,129338.60978542,True
살라다르,3179,328.326,129327.37583987,True
살라다르,3179,352.187,129309.18517719,True
살라다르,3179,281.007,129305.45502425,False
살라다르,3179,314.375,129303.36063618,True
살라다르,3179,326.94,129261.812565,False
살라다르,3179,365.062,129260.71461834,True
살라다르,3179,263.292,129254.72099418,False
살라다르,3179,280.571,129250.61749076,True
살라다르,3179,271.998,129249.36580416,True
살라다르,3179,252.089,129248.16235536,False
살라다르,3179,339.511,129245.97435724,True
살라다르,3179,354.737,129234.03817476,True
살라다르,3179,320.15,129208.16492269,True
살라다르,3179,294.267,129150.53335916,True
살라다르,3179,353.334,129149.0799074,False
살라다르,3179,342.32,129145.81093713,True
살라다르,3179,247.254,129120.8797431,False
살라다르,3179,281.543,129106.7900818,True
살라다르,3179,314.675,129103.9326289,True
살라다르,3179,199.195,129079.01804764,False
살라다르,3179,308.946,129069.99605109,True
살라다르,3179,186.729,129069.80704658,True
살라다르,3179,374.514,129062.97494887,True
살라다르,3179,314.008,129054.68332017,False
살라다르,3179,323.301,129053.29398919,True
살라다르,3179,362.547,129037.82957796,False
살라다르,3179,301.599,129031.35620476,True
살라다르,3179,274.553,129027.85983034,False
살라다르,3179,367.765,129024.78484902,True
살라다르,3179,353.998,129018.90971135,True
살라다르,3179,260.574,129007.05749614,True
살라다르,3179,254.609,128997.66701099,False
살라다르,3179,341.388,128965.94197804,True
살라다르,3179,361.325,128963.84971978,True
살라다르,3179,278.226,128962.02727279,True
살라다르,3179,260.892,128948.43076829,False
카이메루스,3306,345.104,162580.40764523,True
카이메루스,3306,333.684,157934.90547944,True
카이메루스,3306,356.102,154623.04620586,True
카이메루스,3306,335.68,153202.7913489,True
카이메루스,3306,363.933,150522.56596681,True
카이메루스,3306,357.873,150387.95606263,True
카이메루스,3306,363.502,149495.90098541,True
카이메루스,3306,342.619,148400.45356504,True
카이메루스,3306,364.497,147426.87319786,True
카이메루스,3306,340.376,145912.97271253,True
카이메루스,3306,371.122,145869.23707029,True
카이메루스,3306,366.708,145393.70289167,True
카이메루스,3306,346.126,145160.50802309,True
카이메루스,3306,364.444,145102.98427193,True
카이메루스,3306,344.071,145083.90419419,True
카이메루스,3306,371.34,145057.62912695,True
카이메루스,3306,342.221,144994.1266024,True
카이메루스,3306,350.068,144217.78625867,True
카이메루스,3306,377.965,144090.27820036,True
카이메루스,3306,372.257,144083.14148559,True
카이메루스,3306,376.544,143993.23053879,True
카이메루스,3306,378.232,143866.27519618,True
카이메루스,3306,353.32,143845.5536058,True
카이메루스,3306,354.777,143720.6921531,True
카이메루스,3306,353.926,143649.16960042,True
카이메루스,3306,353.299,143570.10067959,True
카이메루스,3306,352.528,143047.39198021,True
카이메루스,3306,354.809,143001.57267713,True
카이메루스,3306,356.108,142575.87304975,True
카이메루스,3306,372.481,142466.51238587,True
카이메루스,3306,339.114,142391.38165927,True
카이메루스,3306,360.277,142364.64442637,True
카이메루스,3306,345.353,142357.32424505,True
카이메루스,3306,338.985,142292.69141702,True
카이메루스,3306,364.554,142193.10445092,True
카이메루스,3306,340.901,142173.70732265,True
카이메루스,3306,345.72,141847.28103668,True
카이메루스,3306,354.565,141502.73997716,True
카이메루스,3306,331.321,141327.71541798,True
카이메루스,3306,361.75,141283.19281272,True
카이메루스,3306,366.891,141180.4377867,True
카이메루스,3306,359.258,141101.70685134,False
카이메루스,3306,371.299,141000.59790088,True
카이메루스,3306,362.186,140820.04274047,True
카이메루스,3306,356.499,140814.07801985,True
카이메루스,3306,314.706,140810.49614561,True
카이메루스,3306,377.689,140807.27000257,True
카이메루스,3306,318.072,140769.80683619,True
카이메루스,3306,374.953,140769.54444957,True
카이메루스,3306,351.051,140696.05271029,True
카이메루스,3306,357.773,140565.82805298,True
카이메루스,3306,355.515,140544.0473679,True
카이메루스,3306,364.623,140456.27675709,True
카이메루스,3306,338.598,140441.0953402,True
카이메루스,3306,366.346,140318.54585556,True
카이메루스,3306,350.257,140191.85912059,True
카이메루스,3306,350.435,139980.19604206,True
카이메루스,3306,351.779,139978.67411073,True
카이메루스,3306,365.201,139812.53063382,True
카이메루스,3306,365.201,139812.53063382,True
카이메루스,3306,377.261,139781.76646937,True
카이메루스,3306,373.332,139729.73653477,True
카이메루스,3306,371.664,139671.75459555,True
카이메루스,3306,378.191,139571.50751869,True
카이메루스,3306,370.804,139477.55148272,True
카이메루스,3306,368.265,139414.46512701,True
카이메루스,3306,327.438,139355.09928597,True
카이메루스,3306,362.558,139200.20796673,True
카이메루스,3306,358.587,139161.52007741,True
카이메루스,3306,364.525,139092.12536863,True
카이메루스,3306,344.269,138927.50436432,True
카이메루스,3306,328.918,138915.87264911,True
카이메루스,3306,367.053,138875.61196884,True
카이메루스,3306,368.47,138823.81197927,True
카이메루스,3306,353.798,138774.24971311,True
카이메루스,3306,346.966,138751.44538658,True
카이메루스,3306,346.468,138744.02830853,True
카이메루스,3306,350.933,138717.72674556,True
카이메루스,3306,367.203,138697.19473969,True
카이메루스,3306,345.909,138678.37205739,True
카이메루스,3306,379.474,138632.96563137,True
카이메루스,3306,370.802,138577.78814569,True
카이메루스,3306,365.765,138569.61983787,True
카이메루스,3306,378.771,138467.99781398,True
카이메루스,3306,307.723,138391.40720713,True
카이메루스,3306,366.277,138363.27151309,True
카이메루스,3306,363.868,138303.83545681,True
카이메루스,3306,379.568,138297.64627155,True
카이메루스,3306,343.457,138272.39217719,True
카이메루스,3306,355.298,138184.38325012,True
카이메루스,3306,357.341,137987.42657574,True
카이메루스,3306,362.928,137981.68507252,True
카이메루스,3306,345.428,137926.47382378,True
카이메루스,3306,327.189,137923.99194349,True
카이메루스,3306,359.129,137837.52077944,True
카이메루스,3306,354.451,137803.18295053,True
카이메루스,3306,371.275,137773.30550131,True
카이메루스,3306,364.259,137733.08003371,True
카이메루스,3306,343.937,137607.98925385,True
카이메루스,3306,364.653,137561.97809973,True
카이메루스,3306,338.102,137531.75373112,True
카이메루스,3306,356.763,137502.40916239,True
카이메루스,3306,367.995,137478.3380209,True
카이메루스,3306,352.465,137422.81644986,True
카이메루스,3306,350.052,137403.85714122,True
카이메루스,3306,356.01,137297.62647117,True
카이메루스,3306,368.429,137287.55065426,True
카이메루스,3306,365.713,137228.79689811,True
카이메루스,3306,347.688,137171.13331493,True
카이메루스,3306,362.851,137168.8351417,True
카이메루스,3306,370.952,137152.21376351,True
카이메루스,3306,346.138,137106.58754601,True
카이메루스,3306,354.12,137043.57280018,True
카이메루스,3306,376.426,137002.62734243,True
카이메루스,3306,376.571,136908.15277863,True
카이메루스,3306,356.516,136823.35154663,True
카이메루스,3306,328.018,136819.72635648,True
카이메루스,3306,369.537,136802.98319248,True
카이메루스,3306,353.594,136785.89568828,True
카이메루스,3306,365.366,136754.49549219,True
카이메루스,3306,357.14,136689.15551324,True
카이메루스,3306,347.372,136674.99971212,True
카이메루스,3306,368.753,136646.45982541,True
카이메루스,3306,366.972,136643.1526111,True
카이메루스,3306,350.842,136616.74485951,True
카이메루스,3306,363.7,136568.34478966,True
카이메루스,3306,352.291,136563.75269309,True
카이메루스,3306,355.092,136547.91434333,True
카이메루스,3306,349.43,136527.57347681,True
카이메루스,3306,339.261,136463.43080991,True
