rank,character,guild,server,region,dps,ilvl,duration_s,crit,haste,mastery,vers,report_id,fight_id,source_id,world_tender_count,world_tender_2p,world_tender_slots,world_tender_names,arcanoweave_bonus_count,arcanoweave_bonus_slots,arcanoweave_bonus_names,arcanoweave_source,arcanoweave_source_events,arcanoweave_self_events,arcanoweave_received_events,embellished_8791_count,embellished_8791_slots,embellished_8791_names,crafted_8960_count,crafted_8960_names,tier_count,tier_slots,tier_chest,tier_shoulder,chest_item,shoulder_item,belt_item,boots_item,wrist_item,back_item,ring1_item,ring2_item,strategy,gear_ids
108,琳莉小公举丶,,国王之谷,CN,154042.83085565,290.0,578.228,840,722,1174,0,MFhbrHXxcgaDw712,72,666,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,91,41,71,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Scornbane Waistguard (249371, 289)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Masterwork Sin'dorei Band (240949, 285)","Platinum Star Band (193708, 289)",arcanoweave_2x,249988;250247;249318;52019;249991;249371;249987;249990;244584;249989;240949;193708;193701;249343;239656;251174;190611
110,咕咕迪杰,The Six Army,熊猫酒仙,CN,154017.02394859,291.0,570.138,1008,800,1247,16,NdbfRkzwYXLmgHKM,49,430,0,False,,,0,,,False,0,0,16,2,ring1;back,"Masterwork Sin'dorei Band (240949, 285);Adherent's Silken Shroud (239656, 285)",2,"Masterwork Sin'dorei Band (240949, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Scornbane Waistguard (249371, 289)","Grudgefiend Stompers (268287, 298)","Fallen King's Cuffs (249304, 289)","Adherent's Silken Shroud (239656, 285)","Masterwork Sin'dorei Band (240949, 285)","Eye of Midnight (249920, 289)",other_embellishment_2x,249988;250247;249318;268274;249991;249371;249987;268287;249304;249989;240949;249920;249343;260235;239656;249279
111,스파게티,최진이,아즈샤라,KR,154011.73013406,290.0,535.288,557,885,1500,68,HAfBQ27bw4W1arXM,13,6,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,30,1,back,"Adherent's Silken Shroud (239656, 285)",2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Adherent's Silken Shroud (239656, 285)","Eye of Midnight (249920, 289)","Bond of Light (249369, 289)",world_tender_2p,249988;240950;193704;268274;249991;244611;249987;244610;249304;249989;249920;249369;249806;249343;239656;249279
112,青萍末,,回音山,CN,153978.50842108,289.0,552.542,757,808,1382,0,3kjrcGQRJLNBWf6p,90,560,0,False,,,1,boots,"Farstrider's Razor Talons (244577, 285)",True,53,26,40,2,boots;ring2,"Farstrider's Razor Talons (244577, 285);Masterwork Sin'dorei Band (240949, 285)",1,"Farstrider's Razor Talons (244577, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Scornbane Waistguard (249371, 289)","Farstrider's Razor Talons (244577, 285)","Fallen King's Cuffs (249304, 289)","Rigid Scale Greatcloak (258575, 289)","Omission of Light (251093, 276)","Masterwork Sin'dorei Band (240949, 285)",arcanoweave_1x_or_mixed,249988;249368;249318;268274;249991;249371;249987;244577;249304;249989;251093;240949;249806;249343;258575;249279
113,Muz,Entropy,Frostmourne,US,153948.71885796,290.0,535.811,676,798,1133,125,GZz8v1gQANCny6jW,23,3,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,21,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Pauldrons of the Void Hunter (151323, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Fluxweave Cloak (251206, 289)","Omission of Light (251093, 289)","Occlusion of Void (251217, 289)",world_tender_2p,249988;250247;151323;98080;249991;244611;249987;244610;249304;249989;251093;251217;193701;249343;251206;249279;232908
115,随秋雁到东湖,,血色十字军,CN,153915.32786825,290.0,546.012,631,756,1610,0,dHtMF9R3fZvmYVkG,99,1354,0,False,,,2,belt;back,"Farstrider's Trophy Belt (244581, 285);Adherent's Silken Shroud (239656, 285)",True,61,30,61,2,belt;back,"Farstrider's Trophy Belt (244581, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Trophy Belt (244581, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Fallen King's Cuffs (249304, 289)","Adherent's Silken Shroud (239656, 285)","Bond of Light (249369, 289)","Masterwork Sin'dorei Band (240949, 285)",arcanoweave_2x,249988;250247;193704;249991;244581;249987;249990;249304;249989;249369;240949;249806;249343;239656;249279
116,不算多特别,iuiuiuiui,凤凰之神,CN,153909.75899311,291.0,571.104,780,931,1281,41,jhMFRZVt7K8vX21m,55,301,0,False,,,2,belt;wrist,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",True,54,25,49,0,,,2,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",5,head;shoulder;chest;legs;hands,True,True,"Primal Sentry's Scaleplate (249991, 289)","Primal Sentry's Trophies (249986, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Draconic Nullcape (249370, 289)","Sporecaller's Blooming Loop (268290, 298)","Bond of Light (249369, 289)",arcanoweave_2x,249988;249337;249986;249991;244581;249987;249990;244584;249989;268290;249369;249343;249806;249370;251095
119,秋将暮,,罗宁,CN,153846.64872999,291.0,548.225,1090,594,1284,32,9WXmfyLz1wTvxbAn,32,626,0,False,,,0,,,False,0,0,29,0,,,0,,4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","Scornbane Waistguard (249371, 289)","Primal Sentry's Swiftsteps (249990, 289)","Fallen King's Cuffs (249304, 289)","Imperator's Banner (249335, 289)","Sin'dorei Band of Hope (249919, 289)","Platinum Star Band (193708, 289)",other_or_unclassified,249988;249368;193704;249991;249371;249987;249990;249304;249989;249919;193708;249806;249343;249335;251174
120,Braktixx,Well Named guild,Tarren Mill,EU,153832.1767348,291.0,529.426,898,626,1139,84,AxbX3TBDVrj4ygJf,24,4,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,24,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Imperator's Banner (249335, 289)","Omission of Light (251093, 289)","Occlusion of Void (251217, 289)",world_tender_2p,249988;268291;249318;98543;249991;244611;249987;244610;249304;249989;251093;251217;193701;249343;249335;249279;43300
121,Trolovác,Salt Mines,Drak'thul,EU,153726.05525623,290.0,528.592,891,1041,727,102,461mhXAaGWVvNDpH,25,37,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,13,1,ring1,"Masterwork Sin'dorei Band (240949, 285)",2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Cloak of the Fallen Cardinal (49823, 289)","Masterwork Sin'dorei Band (240949, 285)","Eye of Midnight (249920, 289)",world_tender_2p,249988;249368;249318;249991;244611;249987;244610;249304;249989;240949;249920;193701;249343;49823;249279;233290
122,猎丶落羽无痕,,影之哀伤,CN,153707.1862673,290.0,579.522,776,600,1497,89,3XpHJgQxydbCFkML,70,515,0,False,,,1,wrist,"Farstrider's Plated Bracers (244584, 285)",True,58,30,54,0,,,2,"Farstrider's Plated Bracers (244584, 285);Loa Worshiper's Band (251513, 285)",5,head;shoulder;chest;legs;hands,True,True,"Primal Sentry's Scaleplate (249991, 289)","Primal Sentry's Trophies (249986, 289)","Primal Sentry's Cinch (249985, 289)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Imperator's Banner (249335, 289)","Loa Worshiper's Band (251513, 285)","Bond of Light (249369, 289)",arcanoweave_1x_or_mixed,249988;250247;249986;249991;249985;249987;249990;244584;249989;251513;249369;249806;249343;249335;249279
123,糖半仙灬,,格瑞姆巴托,CN,153697.78186904,290.0,564.89,730,811,1140,0,ApqNa2zgQLdCrYD6,31,178,0,False,,,1,wrist,"Farstrider's Plated Bracers (244584, 285)",True,62,31,55,1,wrist,"Farstrider's Plated Bracers (244584, 285)",2,"Farstrider's Plated Bracers (244584, 285);Loa Worshiper's Band (251513, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Scornbane Waistguard (249371, 289)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Draconic Nullcape (249370, 289)","Eye of Midnight (249920, 289)","Loa Worshiper's Band (251513, 285)",arcanoweave_1x_or_mixed,249988;250247;249318;249991;249371;249987;249990;244584;249989;249920;251513;193701;249343;249370;251174;233288
124,丶冬月,,无尽之海,CN,153687.15051248,289.0,566.365,1307,417,1135,0,fxCNFn4GY1hqzBJZ,9,11,0,False,,,2,belt;wrist,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",True,65,30,65,3,neck;belt;wrist,"Masterwork Sin'dorei Amulet (240950, 285);Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",2,"Farstrider's Trophy Belt (244581, 285);Farstrider's Plated Bracers (244584, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","Farstrider's Trophy Belt (244581, 285)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Rigid Scale Greatcloak (258575, 289)","Sin'dorei Band of Hope (249919, 289)","Platinum Star Band (193708, 289)",arcanoweave_2x,249988;240950;193704;249991;244581;249987;249990;244584;249989;249919;193708;193701;249806;258575;251174;168100
125,噜亿發,,凤凰之神,CN,153666.38057766,291.0,580.239,1046,475,1500,16,MGPqyWdY8tzZmpKR,358,1983,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,58,29,41,1,wrist,"Farstrider's Plated Bracers (244584, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","Primal Sentry's Cinch (249985, 289)","Primal Sentry's Swiftsteps (249990, 289)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Sin'dorei Band of Hope (249919, 289)","Bond of Light (249369, 289)",arcanoweave_2x,249988;268291;249318;249991;249985;249987;249990;244584;249989;249919;249369;249343;249806;239656;249279
126,乔渣男七号,,凤凰之神,CN,153639.55802658,289.0,569.265,735,638,1456,110,yHzaYQqKt9PXj1wJ,41,433,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,18,1,ring2,"Masterwork Sin'dorei Band (240949, 285)",2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Nullwalker's Dread Epaulettes (249318, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Shroud of the Soulhunter (251161, 289)","Bond of Light (249369, 289)","Masterwork Sin'dorei Band (240949, 285)",world_tender_2p,249988;250247;249318;268274;249991;244611;249987;244610;249304;249989;249369;240949;249806;249343;251161;249279
127,Racxyshunt,Smokin Pirates,Kael'thas,EU,153570.69113094,290.0,530.406,646,671,1265,149,B2daC43XqjN7hnY1,21,2,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,18,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",5,head;shoulder;chest;legs;hands,True,True,"Primal Sentry's Scaleplate (249991, 289)","Primal Sentry's Trophies (249986, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Potion-Stained Cloak (193712, 289)","Platinum Star Band (193708, 289)","Bond of Light (249369, 289)",world_tender_2p,249988;250247;249986;2579;249991;244611;249987;244610;249304;249989;193708;249369;193701;249343;193712;249279;45574
128,Lancer,,冰风岗,CN,153567.36321471,290.0,545.691,790,787,1359,117,vqpWCjamyVLc7tAg,1,18,2,True,belt;boots,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",0,,,False,0,0,32,0,,,2,"World Tender's Barkclasp (244611, 285);World Tender's Rootslippers (244610, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Spaulders of Arrow's Flight (251097, 289)","World Tender's Barkclasp (244611, 285)","World Tender's Rootslippers (244610, 285)","Fallen King's Cuffs (249304, 289)","Draconic Nullcape (249370, 289)","Eye of Midnight (249920, 289)","Signet of the Starved Beast (249336, 289)",world_tender_2p,249988;250247;251097;138385;249991;244611;249987;244610;249304;249989;249920;249336;249343;249806;249370;249279
129,野性触角,,燃烧之刃,CN,153528.75908093,291.0,581.851,932,647,1122,0,d2KwHYCaDn9kfT78,14,7,0,False,,,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",True,56,27,72,2,wrist;back,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",2,"Farstrider's Plated Bracers (244584, 285);Adherent's Silken Shroud (239656, 285)",4,head;chest;legs;hands,True,False,"Primal Sentry's Scaleplate (249991, 289)","Scaled Commencement Spaulders (193704, 289)","Primal Sentry's Cinch (249985, 289)","Grudgefiend Stompers (268287, 298)","Farstrider's Plated Bracers (244584, 285)","Adherent's Silken Shroud (239656, 285)","Bifurcation Band (251115, 289)","Platinum Star Band (193708, 289)",arcanoweave_2x,249988;250247;193704;52019;249991;249985;249987;268287;244584;249989;251115;193708;193701;249343;239656;251095;52252
