class,spec,talent_id,tree,pick_rate,pick_rate_others
Hunter,Beast Mastery,126443,공용,1.0,1.0
Hunter,Beast Mastery,126444,공용,1.0,1.0
Hunter,Beast Mastery,126447,공용,1.0,1.0
Hunter,Beast Mastery,126453,공용,1.0,1.0
Hunter,Beast Mastery,126460,공용,1.0,1.0
Hunter,Beast Mastery,126465,공용,1.0,1.0
Hunter,Beast Mastery,126470,공용,1.0,1.0
Hunter,Beast Mastery,126473,공용,1.0,1.0
Hunter,Beast Mastery,126475,공용,1.0,1.0
Hunter,Beast Mastery,126488,공용,1.0,1.0
Hunter,Beast Mastery,126489,공용,1.0,1.0
Hunter,Beast Mastery,126490,공용,1.0,0.998
Hunter,Beast Mastery,135708,공용,1.0,1.0
Hunter,Beast Mastery,135710,공용,1.0,1.0
Hunter,Beast Mastery,136677,공용,1.0,1.0
Hunter,Beast Mastery,126450,공용,0.999,0.999
Hunter,Beast Mastery,126454,공용,0.992,0.999
Hunter,Beast Mastery,126481,공용,0.984,0.998
Hunter,Beast Mastery,136685,공용,0.959,0.91
Hunter,Beast Mastery,126468,공용,0.953,0.946
Hunter,Beast Mastery,135705,공용,0.923,0.817
Hunter,Beast Mastery,126459,공용,0.807,0.798
Hunter,Beast Mastery,126484,공용,0.619,0.958
Hunter,Beast Mastery,126407,미분류,0.497,0.0
Hunter,Beast Mastery,126435,미분류,0.494,0.0
Hunter,Beast Mastery,126432,미분류,0.492,0.0
Hunter,Beast Mastery,126427,미분류,0.49,0.0
Hunter,Beast Mastery,126430,미분류,0.479,0.0
Hunter,Beast Mastery,132188,미분류,0.479,0.0
Hunter,Beast Mastery,132189,미분류,0.479,0.0
Hunter,Beast Mastery,126439,미분류,0.474,0.0
Hunter,Beast Mastery,126401,미분류,0.432,0.0
Hunter,Beast Mastery,126406,미분류,0.39,0.0
Hunter,Beast Mastery,136676,미분류,0.249,0.181
Hunter,Beast Mastery,136670,미분류,0.242,0.198
Hunter,Beast Mastery,126480,미분류,0.111,0.146
Hunter,Beast Mastery,123781,미분류,0.087,0.049
Hunter,Beast Mastery,126457,미분류,0.069,0.054
Hunter,Beast Mastery,136686,미분류,0.039,0.089
Hunter,Beast Mastery,126446,미분류,0.027,0.011
Hunter,Beast Mastery,126458,미분류,0.018,0.026
Hunter,Beast Mastery,126476,미분류,0.011,0.006
Hunter,Beast Mastery,136671,미분류,0.007,0.006
Hunter,Beast Mastery,126438,미분류,0.002,0.0
Hunter,Beast Mastery,126483,미분류,0.002,0.0
Hunter,Beast Mastery,136062,미분류,0.002,0.001
Hunter,Beast Mastery,136674,미분류,0.001,0.001
Hunter,Beast Mastery,126471,미분류,0.001,0.002
Hunter,Beast Mastery,117559,영웅,1.0,0.5
Hunter,Beast Mastery,117563,영웅,1.0,0.5
Hunter,Beast Mastery,117564,영웅,1.0,0.5
Hunter,Beast Mastery,117566,영웅,1.0,0.5
Hunter,Beast Mastery,117581,영웅,1.0,0.5
Hunter,Beast Mastery,117582,영웅,1.0,0.5
Hunter,Beast Mastery,117585,영웅,1.0,0.5
Hunter,Beast Mastery,117588,영웅,1.0,0.5
Hunter,Beast Mastery,117589,영웅,1.0,0.5
Hunter,Beast Mastery,136060,영웅,1.0,0.5
Hunter,Beast Mastery,136061,영웅,1.0,0.5
Hunter,Beast Mastery,136236,영웅,0.998,0.499
Hunter,Beast Mastery,117569,영웅,0.979,0.181
Hunter,Beast Mastery,117576,영웅,0.913,0.451
Hunter,Beast Mastery,135711,영웅,0.619,0.405
Hunter,Beast Mastery,135706,영웅,0.565,0.469
Hunter,Beast Mastery,135709,영웅,0.527,0.617
Hunter,Beast Mastery,136673,영웅,0.454,0.491
Hunter,Beast Mastery,135712,영웅,0.438,0.601
Hunter,Beast Mastery,136675,영웅,0.374,0.468
Hunter,Beast Mastery,135704,영웅,0.371,0.313
Hunter,Beast Mastery,126452,영웅,0.355,0.413
Hunter,Beast Mastery,128358,영웅,0.021,0.319
Hunter,Beast Mastery,123347,전문화,1.0,0.0
Hunter,Beast Mastery,126352,전문화,1.0,0.0
Hunter,Beast Mastery,126397,전문화,1.0,0.0
Hunter,Beast Mastery,126402,전문화,1.0,0.0
Hunter,Beast Mastery,126404,전문화,1.0,0.0
Hunter,Beast Mastery,126405,전문화,1.0,0.0
Hunter,Beast Mastery,126408,전문화,1.0,0.0
Hunter,Beast Mastery,126409,전문화,1.0,0.0
Hunter,Beast Mastery,126415,전문화,1.0,0.0
Hunter,Beast Mastery,126416,전문화,1.0,0.0
Hunter,Beast Mastery,126418,전문화,1.0,0.0
Hunter,Beast Mastery,126419,전문화,1.0,0.0
Hunter,Beast Mastery,126420,전문화,1.0,0.0
Hunter,Beast Mastery,126424,전문화,1.0,0.0
Hunter,Beast Mastery,126431,전문화,1.0,0.0
Hunter,Beast Mastery,126433,전문화,1.0,0.0
Hunter,Beast Mastery,126436,전문화,1.0,0.0
Hunter,Beast Mastery,126437,전문화,1.0,0.0
Hunter,Beast Mastery,126440,전문화,1.0,0.0
Hunter,Beast Mastery,136679,전문화,1.0,0.0
Hunter,Beast Mastery,137050,전문화,1.0,0.0
Hunter,Beast Mastery,137051,전문화,1.0,0.0
Hunter,Beast Mastery,137052,전문화,1.0,0.0
Hunter,Beast Mastery,126461,전문화,0.814,0.0
Hunter,Beast Mastery,126400,전문화,0.568,0.0
Hunter,Beast Mastery,128265,전문화,0.546,0.0
Hunter,Beast Mastery,126426,전문화,0.521,0.0
Hunter,Beast Mastery,126434,전문화,0.521,0.0
Hunter,Beast Mastery,126421,전문화,0.519,0.0
Hunter,Beast Mastery,126403,전문화,0.517,0.0
Hunter,Beast Mastery,126425,전문화,0.517,0.0
Hunter,Beast Mastery,126417,전문화,0.516,0.0
Hunter,Beast Mastery,126399,전문화,0.5,0.0
Hunter,Marksmanship,126443,공용,1.0,1.0
Hunter,Marksmanship,126444,공용,1.0,1.0
Hunter,Marksmanship,126447,공용,1.0,1.0
Hunter,Marksmanship,126450,공용,1.0,0.998
Hunter,Marksmanship,126453,공용,1.0,1.0
Hunter,Marksmanship,126454,공용,1.0,0.995
Hunter,Marksmanship,126460,공용,1.0,1.0
Hunter,Marksmanship,126465,공용,1.0,1.0
Hunter,Marksmanship,126470,공용,1.0,1.0
Hunter,Marksmanship,126473,공용,1.0,1.0
Hunter,Marksmanship,126475,공용,1.0,1.0
Hunter,Marksmanship,126481,공용,1.0,0.99
Hunter,Marksmanship,126488,공용,1.0,1.0
Hunter,Marksmanship,126489,공용,1.0,1.0
Hunter,Marksmanship,126490,공용,1.0,0.998
Hunter,Marksmanship,135708,공용,1.0,1.0
Hunter,Marksmanship,135710,공용,1.0,1.0
Hunter,Marksmanship,136677,공용,1.0,1.0
Hunter,Marksmanship,126468,공용,0.98,0.933
Hunter,Marksmanship,126484,공용,0.963,0.786
Hunter,Marksmanship,135705,공용,0.953,0.802
Hunter,Marksmanship,136685,공용,0.9,0.94
Hunter,Marksmanship,126459,공용,0.728,0.838
Hunter,Marksmanship,135713,미분류,0.456,0.0
Hunter,Marksmanship,128394,미분류,0.344,0.0
Hunter,Marksmanship,135714,미분류,0.339,0.0
Hunter,Marksmanship,136670,미분류,0.33,0.154
Hunter,Marksmanship,117558,미분류,0.288,0.0
Hunter,Marksmanship,117565,미분류,0.288,0.0
Hunter,Marksmanship,117571,미분류,0.288,0.0
Hunter,Marksmanship,117584,미분류,0.288,0.0
Hunter,Marksmanship,117590,미분류,0.288,0.0
Hunter,Marksmanship,123346,미분류,0.288,0.0
Hunter,Marksmanship,123779,미분류,0.288,0.0
Hunter,Marksmanship,128238,미분류,0.288,0.0
Hunter,Marksmanship,132888,미분류,0.288,0.0
Hunter,Marksmanship,136057,미분류,0.288,0.0
Hunter,Marksmanship,136058,미분류,0.288,0.0
Hunter,Marksmanship,136059,미분류,0.288,0.0
Hunter,Marksmanship,136742,미분류,0.283,0.0
Hunter,Marksmanship,137377,미분류,0.218,0.0
Hunter,Marksmanship,136231,미분류,0.205,0.0
Hunter,Marksmanship,136676,미분류,0.194,0.208
Hunter,Marksmanship,128375,미분류,0.159,0.0
Hunter,Marksmanship,117557,미분류,0.147,0.0
Hunter,Marksmanship,128219,미분류,0.141,0.0
Hunter,Marksmanship,136686,미분류,0.099,0.059
Hunter,Marksmanship,128370,미분류,0.087,0.0
Hunter,Marksmanship,128372,미분류,0.087,0.0
Hunter,Marksmanship,128716,미분류,0.087,0.0
Hunter,Marksmanship,126457,미분류,0.083,0.047
Hunter,Marksmanship,117554,미분류,0.083,0.0
Hunter,Marksmanship,126480,미분류,0.045,0.179
Hunter,Marksmanship,128411,미분류,0.018,0.0
Hunter,Marksmanship,126458,미분류,0.013,0.029
Hunter,Marksmanship,128381,미분류,0.011,0.0
Hunter,Marksmanship,136671,미분류,0.01,0.005
Hunter,Marksmanship,123870,미분류,0.007,0.0
Hunter,Marksmanship,117583,미분류,0.005,0.0
Hunter,Marksmanship,126471,미분류,0.004,0.001
Hunter,Marksmanship,126446,미분류,0.002,0.023
Hunter,Marksmanship,126476,미분류,0.001,0.011
Hunter,Marksmanship,128378,미분류,0.001,0.0
Hunter,Marksmanship,135709,영웅,0.735,0.513
Hunter,Marksmanship,135711,영웅,0.587,0.421
Hunter,Marksmanship,136675,영웅,0.556,0.377
Hunter,Marksmanship,135706,영웅,0.48,0.511
Hunter,Marksmanship,136673,영웅,0.478,0.48
Hunter,Marksmanship,135712,영웅,0.454,0.593
Hunter,Marksmanship,126452,영웅,0.243,0.469
Hunter,Marksmanship,135704,영웅,0.16,0.419
Hunter,Marksmanship,126466,전문화,1.0,0.0
Hunter,Marksmanship,128367,전문화,1.0,0.0
Hunter,Marksmanship,128383,전문화,1.0,0.0
Hunter,Marksmanship,128386,전문화,1.0,0.0
Hunter,Marksmanship,128396,전문화,1.0,0.0
Hunter,Marksmanship,128397,전문화,1.0,0.0
Hunter,Marksmanship,128399,전문화,1.0,0.0
Hunter,Marksmanship,128404,전문화,1.0,0.0
Hunter,Marksmanship,128406,전문화,1.0,0.0
Hunter,Marksmanship,128710,전문화,1.0,0.0
Hunter,Marksmanship,128717,전문화,1.0,0.0
Hunter,Marksmanship,132193,전문화,1.0,0.0
Hunter,Marksmanship,132194,전문화,1.0,0.0
Hunter,Marksmanship,137056,전문화,1.0,0.0
Hunter,Marksmanship,137057,전문화,1.0,0.0
Hunter,Marksmanship,137058,전문화,1.0,0.0
Hunter,Marksmanship,137375,전문화,1.0,0.0
Hunter,Marksmanship,128377,전문화,0.999,0.0
Hunter,Marksmanship,128395,전문화,0.999,0.0
Hunter,Marksmanship,128401,전문화,0.999,0.0
Hunter,Marksmanship,128407,전문화,0.999,0.0
Hunter,Marksmanship,128609,전문화,0.999,0.0
Hunter,Marksmanship,128388,전문화,0.989,0.0
Hunter,Marksmanship,128408,전문화,0.982,0.0
Hunter,Marksmanship,128376,전문화,0.915,0.0
Hunter,Marksmanship,128384,전문화,0.915,0.0
Hunter,Marksmanship,132195,전문화,0.915,0.0
Hunter,Marksmanship,136232,전문화,0.915,0.0
Hunter,Marksmanship,132192,전문화,0.886,0.0
Hunter,Marksmanship,128400,전문화,0.777,0.0
Hunter,Marksmanship,117555,전문화,0.712,0.0
Hunter,Marksmanship,117562,전문화,0.712,0.0
Hunter,Marksmanship,117567,전문화,0.712,0.0
Hunter,Marksmanship,117568,전문화,0.712,0.0
Hunter,Marksmanship,117570,전문화,0.712,0.0
Hunter,Marksmanship,117573,전문화,0.712,0.0
Hunter,Marksmanship,117575,전문화,0.712,0.0
Hunter,Marksmanship,117578,전문화,0.712,0.0
Hunter,Marksmanship,117586,전문화,0.712,0.0
Hunter,Marksmanship,117587,전문화,0.712,0.0
Hunter,Marksmanship,123345,전문화,0.712,0.0
Hunter,Marksmanship,136063,전문화,0.712,0.0
Hunter,Marksmanship,136065,전문화,0.712,0.0
Hunter,Marksmanship,136521,전문화,0.712,0.0
Hunter,Marksmanship,117577,전문화,0.705,0.0
Hunter,Marksmanship,128714,전문화,0.657,0.0
Hunter,Marksmanship,128413,전문화,0.645,0.0
Hunter,Marksmanship,137376,전문화,0.582,0.0
Hunter,Marksmanship,137378,전문화,0.582,0.0
Hunter,Survival,126443,공용,1.0,1.0
Hunter,Survival,126444,공용,1.0,1.0
Hunter,Survival,126447,공용,1.0,1.0
Hunter,Survival,126453,공용,1.0,1.0
Hunter,Survival,126460,공용,1.0,1.0
Hunter,Survival,126465,공용,1.0,1.0
Hunter,Survival,126470,공용,1.0,1.0
Hunter,Survival,126473,공용,1.0,1.0
Hunter,Survival,126475,공용,1.0,1.0
Hunter,Survival,126488,공용,1.0,1.0
Hunter,Survival,126489,공용,1.0,1.0
Hunter,Survival,135708,공용,1.0,1.0
Hunter,Survival,135710,공용,1.0,1.0
Hunter,Survival,136677,공용,1.0,1.0
Hunter,Survival,126450,공용,0.998,0.999
Hunter,Survival,126454,공용,0.998,0.996
Hunter,Survival,126481,공용,0.996,0.992
Hunter,Survival,126490,공용,0.996,1.0
Hunter,Survival,126484,공용,0.953,0.791
Hunter,Survival,136685,공용,0.92,0.929
Hunter,Survival,126468,공용,0.913,0.966
Hunter,Survival,126459,공용,0.869,0.768
Hunter,Survival,135705,공용,0.681,0.938
Hunter,Survival,126480,미분류,0.247,0.078
Hunter,Survival,126339,미분류,0.19,0.0
Hunter,Survival,136676,미분류,0.167,0.222
Hunter,Survival,135689,미분류,0.112,0.0
Hunter,Survival,123781,미분류,0.099,0.043
Hunter,Survival,136686,미분류,0.08,0.069
Hunter,Survival,126458,미분류,0.04,0.016
Hunter,Survival,126457,미분류,0.025,0.076
Hunter,Survival,126446,미분류,0.019,0.015
Hunter,Survival,126476,미분류,0.011,0.006
Hunter,Survival,126341,미분류,0.01,0.0
Hunter,Survival,126479,미분류,0.007,0.0
Hunter,Survival,136671,미분류,0.002,0.008
Hunter,Survival,136066,미분류,0.002,0.0
Hunter,Survival,136062,미분류,0.001,0.001
Hunter,Survival,136674,미분류,0.001,0.001
Hunter,Survival,117559,영웅,1.0,0.5
Hunter,Survival,117563,영웅,1.0,0.5
Hunter,Survival,117564,영웅,1.0,0.5
Hunter,Survival,117566,영웅,1.0,0.5
Hunter,Survival,117581,영웅,1.0,0.5
Hunter,Survival,117582,영웅,1.0,0.5
Hunter,Survival,117585,영웅,1.0,0.5
Hunter,Survival,117588,영웅,1.0,0.5
Hunter,Survival,117589,영웅,1.0,0.5
Hunter,Survival,136060,영웅,1.0,0.5
Hunter,Survival,136061,영웅,1.0,0.5
Hunter,Survival,136236,영웅,0.999,0.499
Hunter,Survival,117576,영웅,0.901,0.457
Hunter,Survival,135712,영웅,0.748,0.446
Hunter,Survival,126452,영웅,0.582,0.299
Hunter,Survival,136673,영웅,0.505,0.466
Hunter,Survival,135709,영웅,0.499,0.631
Hunter,Survival,135704,영웅,0.466,0.265
Hunter,Survival,135706,영웅,0.458,0.522
Hunter,Survival,136675,영웅,0.38,0.465
Hunter,Survival,117569,영웅,0.363,0.489
Hunter,Survival,135711,영웅,0.223,0.603
Hunter,Survival,136670,영웅,0.066,0.286
Hunter,Survival,100543,전문화,1.0,0.0
Hunter,Survival,123350,전문화,1.0,0.0
Hunter,Survival,126314,전문화,1.0,0.0
Hunter,Survival,126322,전문화,1.0,0.0
Hunter,Survival,126323,전문화,1.0,0.0
Hunter,Survival,126324,전문화,1.0,0.0
Hunter,Survival,126328,전문화,1.0,0.0
Hunter,Survival,126332,전문화,1.0,0.0
Hunter,Survival,126342,전문화,1.0,0.0
Hunter,Survival,126345,전문화,1.0,0.0
Hunter,Survival,135498,전문화,1.0,0.0
Hunter,Survival,135500,전문화,1.0,0.0
Hunter,Survival,135501,전문화,1.0,0.0
Hunter,Survival,135502,전문화,1.0,0.0
Hunter,Survival,135503,전문화,1.0,0.0
Hunter,Survival,135504,전문화,1.0,0.0
Hunter,Survival,135510,전문화,1.0,0.0
Hunter,Survival,135511,전문화,1.0,0.0
Hunter,Survival,135512,전문화,1.0,0.0
Hunter,Survival,135514,전문화,1.0,0.0
Hunter,Survival,135515,전문화,1.0,0.0
Hunter,Survival,136680,전문화,1.0,0.0
Hunter,Survival,136682,전문화,1.0,0.0
Hunter,Survival,136683,전문화,1.0,0.0
Hunter,Survival,137053,전문화,1.0,0.0
Hunter,Survival,137054,전문화,1.0,0.0
Hunter,Survival,137055,전문화,1.0,0.0
Hunter,Survival,126330,전문화,0.999,0.0
Hunter,Survival,135507,전문화,0.998,0.0
Hunter,Survival,135496,전문화,0.987,0.0
Hunter,Survival,136684,전문화,0.888,0.0
Hunter,Survival,128412,전문화,0.827,0.0
Hunter,Survival,126316,전문화,0.82,0.0
Hunter,Survival,128358,전문화,0.637,0.011
Mage,Arcane,80141,공용,1.0,1.0
Mage,Arcane,80142,공용,1.0,1.0
Mage,Arcane,80147,공용,1.0,1.0
Mage,Arcane,80153,공용,1.0,1.0
Mage,Arcane,80155,공용,1.0,1.0
Mage,Arcane,80157,공용,1.0,1.0
Mage,Arcane,80159,공용,1.0,1.0
Mage,Arcane,80161,공용,1.0,1.0
Mage,Arcane,80163,공용,1.0,1.0
Mage,Arcane,80173,공용,1.0,1.0
Mage,Arcane,80174,공용,1.0,1.0
Mage,Arcane,80181,공용,1.0,1.0
Mage,Arcane,80182,공용,1.0,1.0
Mage,Arcane,80183,공용,1.0,1.0
Mage,Arcane,80187,공용,1.0,1.0
Mage,Arcane,115877,공용,1.0,1.0
Mage,Arcane,126060,공용,1.0,1.0
Mage,Arcane,134187,공용,1.0,1.0
Mage,Arcane,134188,공용,1.0,1.0
Mage,Arcane,134189,공용,1.0,1.0
Mage,Arcane,134190,공용,1.0,1.0
Mage,Arcane,134191,공용,1.0,1.0
Mage,Arcane,136579,공용,1.0,1.0
Mage,Arcane,80170,공용,0.875,1.0
Mage,Arcane,134192,공용,0.5,1.0
Mage,Arcane,134184,미분류,0.875,0.167
Mage,Arcane,80140,미분류,0.375,0.167
Mage,Arcane,126509,미분류,0.125,0.0
Mage,Arcane,126532,미분류,0.125,0.0
Mage,Arcane,80189,미분류,0.125,0.0
Mage,Arcane,134183,영웅,1.0,0.667
Mage,Arcane,80175,영웅,0.875,0.333
Mage,Arcane,125818,영웅,0.625,0.333
Mage,Arcane,125819,영웅,0.125,0.5
Mage,Arcane,80180,전문화,1.0,0.0
Mage,Arcane,117257,전문화,1.0,0.0
Mage,Arcane,117258,전문화,1.0,0.0
Mage,Arcane,117259,전문화,1.0,0.0
Mage,Arcane,117261,전문화,1.0,0.0
Mage,Arcane,117262,전문화,1.0,0.0
Mage,Arcane,117263,전문화,1.0,0.0
Mage,Arcane,117264,전문화,1.0,0.0
Mage,Arcane,117265,전문화,1.0,0.0
Mage,Arcane,117266,전문화,1.0,0.0
Mage,Arcane,117267,전문화,1.0,0.0
Mage,Arcane,123344,전문화,1.0,0.0
Mage,Arcane,126508,전문화,1.0,0.0
Mage,Arcane,126511,전문화,1.0,0.0
Mage,Arcane,126515,전문화,1.0,0.0
Mage,Arcane,126516,전문화,1.0,0.0
Mage,Arcane,126519,전문화,1.0,0.0
Mage,Arcane,126523,전문화,1.0,0.0
Mage,Arcane,126537,전문화,1.0,0.0
Mage,Arcane,126538,전문화,1.0,0.0
Mage,Arcane,126539,전문화,1.0,0.0
Mage,Arcane,126540,전문화,1.0,0.0
Mage,Arcane,126541,전문화,1.0,0.0
Mage,Arcane,126543,전문화,1.0,0.0
Mage,Arcane,126544,전문화,1.0,0.0
Mage,Arcane,126545,전문화,1.0,0.0
Mage,Arcane,126550,전문화,1.0,0.0
Mage,Arcane,128267,전문화,1.0,0.0
Mage,Arcane,128689,전문화,1.0,0.0
Mage,Arcane,134020,전문화,1.0,0.0
Mage,Arcane,134024,전문화,1.0,0.0
Mage,Arcane,134026,전문화,1.0,0.0
Mage,Arcane,134027,전문화,1.0,0.0
Mage,Arcane,134028,전문화,1.0,0.0
Mage,Arcane,134030,전문화,1.0,0.0
Mage,Arcane,134047,전문화,1.0,0.0
Mage,Arcane,134194,전문화,1.0,0.0
Mage,Arcane,134834,전문화,1.0,0.0
Mage,Arcane,135918,전문화,1.0,0.0
Mage,Arcane,135919,전문화,1.0,0.0
Mage,Arcane,135920,전문화,1.0,0.0
Mage,Arcane,136465,전문화,1.0,0.0
Mage,Arcane,136578,전문화,1.0,0.0
Mage,Arcane,137026,전문화,1.0,0.0
Mage,Arcane,137027,전문화,1.0,0.0
Mage,Arcane,137028,전문화,1.0,0.0
Mage,Arcane,137084,전문화,1.0,0.0
Mage,Arcane,126530,전문화,0.875,0.0
Mage,Arcane,134196,전문화,0.875,0.0
Mage,Fire,80141,공용,1.0,1.0
Mage,Fire,80142,공용,1.0,1.0
Mage,Fire,80147,공용,1.0,1.0
Mage,Fire,80153,공용,1.0,1.0
Mage,Fire,80155,공용,1.0,1.0
Mage,Fire,80157,공용,1.0,1.0
Mage,Fire,80159,공용,1.0,1.0
Mage,Fire,80161,공용,1.0,1.0
Mage,Fire,80163,공용,1.0,1.0
Mage,Fire,80170,공용,1.0,0.875
Mage,Fire,80173,공용,1.0,1.0
Mage,Fire,80174,공용,1.0,1.0
Mage,Fire,80181,공용,1.0,1.0
Mage,Fire,80182,공용,1.0,1.0
Mage,Fire,80183,공용,1.0,1.0
Mage,Fire,80187,공용,1.0,1.0
Mage,Fire,115877,공용,1.0,1.0
Mage,Fire,126060,공용,1.0,1.0
Mage,Fire,134187,공용,1.0,1.0
Mage,Fire,134188,공용,1.0,1.0
Mage,Fire,134189,공용,1.0,1.0
Mage,Fire,134190,공용,1.0,1.0
Mage,Fire,134191,공용,1.0,1.0
Mage,Fire,136579,공용,1.0,1.0
Mage,Fire,134183,공용,0.667,1.0
Mage,Fire,80175,공용,0.333,0.875
Mage,Fire,134184,공용,0.167,0.875
Mage,Fire,125819,미분류,0.5,0.125
Mage,Fire,135606,미분류,0.333,0.0
Mage,Fire,134182,미분류,0.333,0.0
Mage,Fire,135598,미분류,0.333,0.0
Mage,Fire,136577,미분류,0.333,0.0
Mage,Fire,135602,미분류,0.167,0.0
Mage,Fire,80144,미분류,0.167,0.0
Mage,Fire,134192,영웅,1.0,0.5
Mage,Fire,125818,영웅,0.333,0.625
Mage,Fire,80140,영웅,0.167,0.375
Mage,Fire,80178,전문화,1.0,0.0
Mage,Fire,117246,전문화,1.0,0.0
Mage,Fire,117247,전문화,1.0,0.0
Mage,Fire,117248,전문화,1.0,0.0
Mage,Fire,117249,전문화,1.0,0.0
Mage,Fire,117250,전문화,1.0,0.0
Mage,Fire,117251,전문화,1.0,0.0
Mage,Fire,117253,전문화,1.0,0.0
Mage,Fire,117255,전문화,1.0,0.0
Mage,Fire,117256,전문화,1.0,0.0
Mage,Fire,123340,전문화,1.0,0.0
Mage,Fire,124750,전문화,1.0,0.0
Mage,Fire,124756,전문화,1.0,0.0
Mage,Fire,124759,전문화,1.0,0.0
Mage,Fire,124760,전문화,1.0,0.0
Mage,Fire,124771,전문화,1.0,0.0
Mage,Fire,124779,전문화,1.0,0.0
Mage,Fire,124783,전문화,1.0,0.0
Mage,Fire,124786,전문화,1.0,0.0
Mage,Fire,124789,전문화,1.0,0.0
Mage,Fire,124793,전문화,1.0,0.0
Mage,Fire,134186,전문화,1.0,0.0
Mage,Fire,135600,전문화,1.0,0.0
Mage,Fire,135603,전문화,1.0,0.0
Mage,Fire,135604,전문화,1.0,0.0
Mage,Fire,135607,전문화,1.0,0.0
Mage,Fire,135609,전문화,1.0,0.0
Mage,Fire,135610,전문화,1.0,0.0
Mage,Fire,135612,전문화,1.0,0.0
Mage,Fire,135613,전문화,1.0,0.0
Mage,Fire,135615,전문화,1.0,0.0
Mage,Fire,135616,전문화,1.0,0.0
Mage,Fire,135617,전문화,1.0,0.0
Mage,Fire,135618,전문화,1.0,0.0
Mage,Fire,135621,전문화,1.0,0.0
Mage,Fire,135924,전문화,1.0,0.0
Mage,Fire,135925,전문화,1.0,0.0
Mage,Fire,135926,전문화,1.0,0.0
Mage,Fire,136587,전문화,1.0,0.0
Mage,Fire,136589,전문화,1.0,0.0
Mage,Fire,136879,전문화,1.0,0.0
Mage,Fire,137035,전문화,1.0,0.0
Mage,Fire,137036,전문화,1.0,0.0
Mage,Fire,137037,전문화,1.0,0.0
Mage,Fire,135619,전문화,0.833,0.0
Mage,Fire,117252,전문화,0.667,0.0
Mage,Fire,136878,전문화,0.667,0.0
Mage,Fire,134249,전문화,0.5,0.0
Mage,Fire,117254,전문화,0.5,0.0
Monk,Windwalker,124805,spec?,1.0,0.0
Monk,Windwalker,124806,spec?,1.0,0.0
Monk,Windwalker,124807,spec?,1.0,0.0
Monk,Windwalker,124810,spec?,1.0,0.0
Monk,Windwalker,124812,spec?,1.0,0.0
Monk,Windwalker,124820,spec?,1.0,0.0
Monk,Windwalker,124826,spec?,1.0,0.0
Monk,Windwalker,124827,spec?,1.0,0.0
Monk,Windwalker,124828,spec?,1.0,0.0
Monk,Windwalker,124829,spec?,1.0,0.0
Monk,Windwalker,124833,spec?,1.0,0.0
Monk,Windwalker,124834,spec?,1.0,0.0
Monk,Windwalker,124836,spec?,1.0,0.0
Monk,Windwalker,124926,spec?,1.0,0.0
Monk,Windwalker,124927,spec?,1.0,0.0
Monk,Windwalker,124932,spec?,1.0,0.0
Monk,Windwalker,124936,spec?,1.0,0.0
Monk,Windwalker,124937,spec?,1.0,0.0
Monk,Windwalker,124941,spec?,1.0,0.0
Monk,Windwalker,124944,spec?,1.0,0.0
Monk,Windwalker,124953,spec?,1.0,0.0
Monk,Windwalker,124956,spec?,1.0,0.0
Monk,Windwalker,124960,spec?,1.0,0.0
Monk,Windwalker,124961,spec?,1.0,0.0
Monk,Windwalker,124962,spec?,1.0,0.0
Monk,Windwalker,124963,spec?,1.0,0.0
Monk,Windwalker,124964,spec?,1.0,0.0
Monk,Windwalker,124965,spec?,1.0,0.0
Monk,Windwalker,124968,spec?,1.0,0.0
Monk,Windwalker,124969,spec?,1.0,0.0
Monk,Windwalker,124975,spec?,1.0,0.0
Monk,Windwalker,124976,spec?,1.0,0.0
Monk,Windwalker,124980,spec?,1.0,0.0
Monk,Windwalker,124982,spec?,1.0,0.0
Monk,Windwalker,124983,spec?,1.0,0.0
Monk,Windwalker,124984,spec?,1.0,0.0
Monk,Windwalker,124985,spec?,1.0,0.0
Monk,Windwalker,125012,spec?,1.0,0.0
Monk,Windwalker,125013,spec?,1.0,0.0
Monk,Windwalker,125015,spec?,1.0,0.0
Monk,Windwalker,125017,spec?,1.0,0.0
Monk,Windwalker,125020,spec?,1.0,0.0
Monk,Windwalker,125022,spec?,1.0,0.0
Monk,Windwalker,125023,spec?,1.0,0.0
Monk,Windwalker,125025,spec?,1.0,0.0
Monk,Windwalker,125026,spec?,1.0,0.0
Monk,Windwalker,125046,spec?,1.0,0.0
Monk,Windwalker,125063,spec?,1.0,0.0
Monk,Windwalker,125065,spec?,1.0,0.0
Monk,Windwalker,125066,spec?,1.0,0.0
Monk,Windwalker,125068,spec?,1.0,0.0
Monk,Windwalker,125069,spec?,1.0,0.0
Monk,Windwalker,125070,spec?,1.0,0.0
Monk,Windwalker,125071,spec?,1.0,0.0
Monk,Windwalker,125072,spec?,1.0,0.0
Monk,Windwalker,125073,spec?,1.0,0.0
Monk,Windwalker,125074,spec?,1.0,0.0
Monk,Windwalker,125076,spec?,1.0,0.0
Monk,Windwalker,128711,spec?,1.0,0.0
Monk,Windwalker,134452,spec?,1.0,0.0
Monk,Windwalker,134453,spec?,1.0,0.0
Monk,Windwalker,134543,spec?,1.0,0.0
Monk,Windwalker,135955,spec?,1.0,0.0
Monk,Windwalker,135956,spec?,1.0,0.0
Monk,Windwalker,135957,spec?,1.0,0.0
Monk,Windwalker,136514,spec?,1.0,0.0
